file,CNN-AE (RN),CNN-AE (LP),CNN-AE (SG),CNN-AE (GASF),CNN-AE (GADF),CNN-AE (MTF),CNN-AE (RP),CNN-AE (RWT),CNN-AE (MWT),CNN-AE (SPIRAL),ResNet18-AE-FE (RN),ResNet18-AE-FE (LP),ResNet18-AE-FE (SG),ResNet18-AE-FE (GASF),ResNet18-AE-FE (GADF),ResNet18-AE-FE (MTF),ResNet18-AE-FE (RP),ResNet18-AE-FE (RWT),ResNet18-AE-FE (MWT),ResNet18-AE-FE (SPIRAL),ResNet18-AE-PU (RN),ResNet18-AE-PU (LP),ResNet18-AE-PU (SG),ResNet18-AE-PU (GASF),ResNet18-AE-PU (GADF),ResNet18-AE-PU (MTF),ResNet18-AE-PU (RP),ResNet18-AE-PU (RWT),ResNet18-AE-PU (MWT),ResNet18-AE-PU (SPIRAL),ResNet18-AE-DLR (RN),ResNet18-AE-DLR (LP),ResNet18-AE-DLR (SG),ResNet18-AE-DLR (GASF),ResNet18-AE-DLR (GADF),ResNet18-AE-DLR (MTF),ResNet18-AE-DLR (RP),ResNet18-AE-DLR (RWT),ResNet18-AE-DLR (MWT),ResNet18-AE-DLR (SPIRAL),PVT-v2-b1-AE-FE (RN),PVT-v2-b1-AE-FE (LP),PVT-v2-b1-AE-FE (SG),PVT-v2-b1-AE-FE (GASF),PVT-v2-b1-AE-FE (GADF),PVT-v2-b1-AE-FE (MTF),PVT-v2-b1-AE-FE (RP),PVT-v2-b1-AE-FE (RWT),PVT-v2-b1-AE-FE (MWT),PVT-v2-b1-AE-FE (SPIRAL),PVT-v2-b1-AE-PU (RN),PVT-v2-b1-AE-PU (LP),PVT-v2-b1-AE-PU (SG),PVT-v2-b1-AE-PU (GASF),PVT-v2-b1-AE-PU (GADF),PVT-v2-b1-AE-PU (MTF),PVT-v2-b1-AE-PU (RP),PVT-v2-b1-AE-PU (RWT),PVT-v2-b1-AE-PU (MWT),PVT-v2-b1-AE-PU (SPIRAL),PVT-v2-b1-AE-DLR (RN),PVT-v2-b1-AE-DLR (LP),PVT-v2-b1-AE-DLR (SG),PVT-v2-b1-AE-DLR (GASF),PVT-v2-b1-AE-DLR (GADF),PVT-v2-b1-AE-DLR (MTF),PVT-v2-b1-AE-DLR (RP),PVT-v2-b1-AE-DLR (RWT),PVT-v2-b1-AE-DLR (MWT),PVT-v2-b1-AE-DLR (SPIRAL)
001_NAB_id_1_Facility_tr_1007_1st_2014,0.3869945739688535,0.3968074251128723,0.4491059854735499,0.3858555051220869,0.2084781858893992,0.23507747521249,0.1449600162990882,0.4491059854735499,0.6857804140011723,0.4178309239933255,0.3869945739688535,0.3375056519293757,0.4491059854735499,0.2584391157560066,0.2848084860139406,0.2537744776576547,0.2565119423163587,0.4178309239933255,0.4620963384422057,0.3906281691821273,0.3869945739688535,0.3484182000274924,0.4491059854735499,0.2331248582514683,0.2999713618027428,0.2537744776576547,0.2249842933293608,0.4178309239933255,0.4178309239933255,0.3456246008329067,0.3869945739688535,0.3609959561535136,0.4491059854735499,0.2538646426312461,0.2280969610775312,0.2392323328961796,0.7232848033327265,0.4178309239933255,0.4491059854735499,0.3506746756154821,0.3869945739688535,0.3609959561535136,0.6857804140011723,0.2764504505276508,0.3036153086266348,0.2076486331007228,0.2565119423163587,0.4491059854735499,0.4491059854735499,0.3611935912725087,0.3869945739688535,0.3609959561535136,0.4491059854735499,0.2983167246532162,0.3015411410418794,0.4912523708380084,0.4848308605441645,0.4178309239933255,0.4491059854735499,0.3454095258953721,0.4312781755397971,0.3311133142823817,0.4491059854735499,0.3056546444481895,0.3015411410418794,0.2409343761002483,0.2249842933293608,0.4178309239933255,0.4491059854735499,0.3375056519293757
002_NAB_id_2_WebService_tr_1500_1st_4106,0.2976399215861691,0.4882352941176471,0.5213556174558961,0.3763461915018602,0.2332784864267236,0.3763461915018602,0.4635793535938253,0.4635793535938253,0.4154328325948341,0.5213556174558961,0.358465684436231,0.4635793535938253,0.4635793535938253,0.3093784647899336,0.2995178041543027,0.3763461915018602,0.4635793535938253,0.3748018356278682,0.4635793535938253,0.4635793535938253,0.280258296336966,0.4635793535938253,0.4635793535938253,0.3093784647899336,0.2995178041543027,0.3763461915018602,0.4635793535938253,0.4612383201560735,0.4635793535938253,0.4635793535938253,0.3222849946653141,0.4635793535938253,0.4635793535938253,0.4635793535938253,0.2995178041543027,0.3763461915018602,0.4635793535938253,0.4154328325948341,0.4635793535938253,0.4635793535938253,0.2517575589881658,0.4635793535938253,0.4635793535938253,0.4635793535938253,0.2995178041543027,0.3763461915018602,0.4635793535938253,0.4135518320751243,0.4635793535938253,0.5213556174558961,0.3167435728411338,0.4635793535938253,0.4154328325948341,0.4229856993372864,0.2995178041543027,0.3763461915018602,0.3763461915018602,0.4635793535938253,0.4635793535938253,0.5213556174558961,0.3062536203708847,0.4635793535938253,0.4635793535938253,0.4612383201560735,0.2995178041543027,0.3439821029082774,0.4635793535938253,0.4635793535938253,0.4154328325948341,0.5213556174558961
005_NAB_id_5_Traffic_tr_594_1st_1645,0.3427386847863641,0.3511450381679389,0.2388720673814665,0.3929813674933251,0.3219075052008321,0.3511450381679389,0.2598870056497175,0.425925925925926,0.251821349382325,0.3511450381679389,0.425925925925926,0.3479976834473735,0.3511450381679389,0.2751322751322751,0.2646715641468341,0.3511450381679389,0.2786885245901639,0.2987012987012987,0.2576258989107695,0.3511450381679389,0.425925925925926,0.362095112182603,0.425925925925926,0.2751322751322751,0.2646715641468341,0.3511450381679389,0.265625,0.3511450381679389,0.3467688648077178,0.3511450381679389,0.425925925925926,0.3354794984750932,0.3511450381679389,0.2574257425742574,0.2853123801597598,0.3511450381679389,0.2786885245901639,0.425925925925926,0.2800558000580221,0.3995706674566903,0.425925925925926,0.2987012987012987,0.3511450381679389,0.425925925925926,0.2608866002462778,0.3511450381679389,0.265625,0.2598870056497175,0.265625,0.3122556183103598,0.3511450381679389,0.3511450381679389,0.3372093023255814,0.3296703296703296,0.2646715641468341,0.3511450381679389,0.265625,0.3511450381679389,0.265625,0.3511450381679389,0.425925925925926,0.3511450381679389,0.425925925925926,0.2987012987012987,0.2646715641468341,0.3511450381679389,0.265625,0.425925925925926,0.265625,0.2987012987012987
006_NAB_id_6_Traffic_tr_2579_1st_5839,0.2821217838242252,0.4551638662352258,0.552557616638561,0.3513673911530233,0.2882720228691793,0.4772516164593615,0.3463301711225092,0.4020067564160742,0.2322001282873637,0.4768357045792223,0.5685173048960857,0.3724873112822121,0.4018474054013613,0.3010836035705306,0.405997693194925,0.3023847815496144,0.3290538917360667,0.4245632609846479,0.3014191544607997,0.3504582437932445,0.5685173048960857,0.3357181680302141,0.4018474054013613,0.3038767084483988,0.2992294520547945,0.3291906638375265,0.2302608813287876,0.3986313088109495,0.3120689655172414,0.4270006108735492,0.4887758805233977,0.4207779310964155,0.3449774351982837,0.3150260336703792,0.2767416990531834,0.3236306671410945,0.2319918678770533,0.4270006108735492,0.2536632491981882,0.5779085696889745,0.4887758805233977,0.4397139142340658,0.3112290008841732,0.2795753802184342,0.3642684118715275,0.3689579697899361,0.267024973764531,0.4243878746321534,0.3649720834557742,0.3695485540162249,0.4887758805233977,0.3979849893452635,0.4270006108735492,0.3436702443799601,0.2884407076907205,0.2725418855136741,0.2708485339971373,0.3901573930392374,0.3599304001988566,0.3801735647530039,0.5685173048960857,0.3979849893452635,0.4775672981056829,0.3229082590299796,0.2992294520547945,0.3449574876465666,0.2539584760229283,0.4053642624139181,0.3628466421650518,0.3440443213296398
008_NAB_id_8_Synthetic_tr_1007_1st_2734,0.2649880095923261,0.3605220228384991,0.3605220228384991,0.3692262051915946,0.3868378812199037,0.3783446641302314,0.0,0.3658536585365853,0.3605220228384991,0.3605220228384991,0.3100104437481946,0.3605220228384991,0.3704347871751043,0.397810429603916,0.3689362169283126,0.3522558647681705,0.0,0.3475788192571022,0.3868378812199037,0.3605220228384991,0.2589177036644566,0.3605220228384991,0.3683791819569817,0.3868378812199037,0.3605220228384991,0.3631852018948793,0.0,0.3605220228384991,0.3781603012372243,0.3675797681337848,0.2124715565533396,0.3605220228384991,0.3675797681337848,0.3868378812199037,0.3882958647740562,0.397810429603916,0.0,0.3693888588426176,0.3605220228384991,0.3605220228384991,0.2549784340960596,0.3605220228384991,0.3802031633308991,0.3605220228384991,0.3882958647740562,0.4047182175622543,0.0,0.3605220228384991,0.3574138815084137,0.3675797681337848,0.3100104437481946,0.3605220228384991,0.3715740518001764,0.3868378812199037,0.3882958647740562,0.3767914728109692,0.6579378068739771,0.3605220228384991,0.3781603012372243,0.3651705902880304,0.3040448066948524,0.397810429603916,0.3715740518001764,0.3715740518001764,0.3689362169283126,0.3737864077669903,0.0,0.3605220228384991,0.374849029640898,0.3683791819569817
009_NAB_id_9_Traffic_tr_500_1st_438,0.1342592592592592,0.4722222222222222,0.5,0.3243243243243243,0.3859649122807018,0.3529411764705883,0.314102564102564,0.5349932370883594,0.4285714285714286,0.3548387096774193,0.1923714759535655,0.4285714285714286,0.4285714285714286,0.3,0.24375,0.3,0.3,0.2790697674418604,0.2307692307692307,0.4285714285714286,0.1342592592592592,0.4285714285714286,0.4888888888888889,0.275,0.2203023758099352,0.3,0.2608695652173913,0.2608695652173913,0.2900763358778626,0.4888888888888889,0.1342592592592592,0.4285714285714286,0.5,0.3,0.3859649122807018,0.5116279069767442,0.2790697674418604,0.5945945945945945,0.2039660056657223,0.4722222222222222,0.1342592592592592,0.4285714285714286,0.5,0.4285714285714286,0.275,0.4285714285714286,0.3243243243243243,0.2417582417582418,0.3529411764705883,0.5135135135135135,0.1149653121902874,0.4285714285714286,0.6666666666666666,0.5,0.2248062015503876,0.2608695652173913,0.3,0.3243243243243243,0.2617506332676611,0.4285714285714286,0.1492921492921493,0.4285714285714286,0.6666666666666666,0.5,0.2307692307692307,0.225563909774436,0.1828571428571428,0.3243243243243243,0.2448979591836734,0.4285714285714286
010_NAB_id_10_WebService_tr_500_1st_271,0.1883293365307753,0.5365853658536586,0.6341463414634146,0.2916666666666667,0.345679012345679,0.2972972972972973,0.0,0.3492063492063492,0.3492063492063492,0.6341463414634146,0.2795698924731182,0.5365853658536586,0.5365853658536586,0.4230769230769231,0.4102564102564103,0.3880597014925373,0.0,0.5106382978723404,0.2352941176470588,0.5365853658536586,0.2184873949579832,0.5365853658536586,0.5126501766784453,0.4230769230769231,0.3404255319148936,0.205050505050505,0.0,0.4230769230769231,0.3720930232558139,0.5365853658536586,0.2184873949579832,0.5365853658536586,0.5365853658536586,0.4230769230769231,0.5161290322580646,0.2953125,0.0,0.4814814814814814,0.4230769230769231,0.5714285714285715,0.1969696969696969,0.5365853658536586,0.5365853658536586,0.3492063492063492,0.3221476510067114,0.2953125,0.0,0.2972972972972973,0.325,0.5365853658536586,0.2432432432432432,0.5365853658536586,0.5365853658536586,0.2975206611570247,0.3558912386706949,0.205050505050505,0.0,0.5106382978723404,0.2926829268292683,0.5365853658536586,0.1864406779661017,0.5365853658536586,0.5365853658536586,0.3636363636363637,0.4102564102564103,0.2953125,0.0,0.3116883116883117,0.4173076923076922,0.5365853658536586
011_NAB_id_11_Facility_tr_1007_1st_1526,0.2713225453218153,0.3456836081285681,0.5842293906810035,0.6518771331058021,0.4024446982441821,0.4262948207171314,0.2988826815642457,0.5477941176470589,0.3555547270173868,0.6518771331058021,0.2906955126660286,0.3795756389226943,0.5842293906810035,0.6518771331058021,0.4024446982441821,0.3513957307060755,0.2977946308100311,0.4262948207171314,0.3456836081285681,0.4521497919556171,0.319678337775624,0.3123993222445297,0.5842293906810035,0.6518771331058021,0.4024446982441821,0.3513957307060755,0.2847006651884701,0.4689922480620155,0.4262948207171314,0.5842293906810035,0.4096336360853148,0.3116893891208761,0.5842293906810035,0.6518771331058021,0.4024446982441821,0.4262948207171314,0.4872541879096869,0.4262948207171314,0.3156558533145275,0.5842293906810035,0.4369162293955294,0.3668905757923288,0.5842293906810035,0.427484264023114,0.4024446982441821,0.3513957307060755,0.4497960494620202,0.4262948207171314,0.3180000234116191,0.3855074551609883,0.3550804477825345,0.3351425416716552,0.5842293906810035,0.6518771331058021,0.4024446982441821,0.4262948207171314,0.4488636363636363,0.43001443001443,0.354614866903386,0.5842293906810035,0.3891971523581669,0.3116837437700302,0.6518771331058021,0.5842293906810035,0.4024446982441821,0.3513957307060755,0.4497960494620202,0.4262948207171314,0.3208023327274866,0.6518771331058021
013_NAB_id_13_Traffic_tr_623_1st_2084,0.3095823095823096,0.5779816513761469,0.5779816513761469,0.6386554621848739,0.3983443984492363,0.4746992113292269,0.3074565535532146,0.5779816513761469,0.5779816513761469,0.5779816513761469,0.2845020283136021,0.2345866828940204,0.5779816513761469,0.4391634388864141,0.6752136752136753,0.4876553789598917,0.3857325929090133,0.5779816513761469,0.5779816513761469,0.5779816513761469,0.2680851063829788,0.5374069135376827,0.5779816513761469,0.6752136752136753,0.6752136752136753,0.2692834322227294,0.3074565535532146,0.5779816513761469,0.5779816513761469,0.5779816513761469,0.2512462612163509,0.5374069135376827,0.5779816513761469,0.4639267536278024,0.616335507356287,0.4746992113292269,0.3074565535532146,0.5779816513761469,0.5779816513761469,0.5779816513761469,0.5765621322945584,0.5779816513761469,0.5779816513761469,0.7348026533351488,0.6752136752136753,0.4746992113292269,0.3074565535532146,0.5779816513761469,0.5779816513761469,0.5779816513761469,0.4853708624034454,0.4338934879018105,0.5779816513761469,0.6752136752136753,0.6752136752136753,0.3986849103128173,0.3074565535532146,0.5779816513761469,0.5779816513761469,0.5779816513761469,0.2680237489397794,0.4338934879018105,0.5779816513761469,0.6752136752136753,0.6752136752136753,0.3475951608143994,0.3074565535532146,0.5779816513761469,0.5779816513761469,0.5779816513761469
014_NAB_id_14_WebService_tr_500_1st_1045,0.3044280616551924,0.2367102866134243,0.3117141095134539,0.4033613445378152,0.2573896534271277,0.3253693541578725,0.6440677966101694,0.4033613445378152,0.3356643356643357,0.2998219421996986,0.2702702702702703,0.2376412037546875,0.4033613445378152,0.4033613445378152,0.3356643356643357,0.2706682520808561,0.6440677966101694,0.3356643356643357,0.4033613445378152,0.4033613445378152,0.2836915297092288,0.2423112767940354,0.4033613445378152,0.4033613445378152,0.3356643356643357,0.3104708956493618,0.0,0.4033613445378152,0.4033613445378152,0.4033613445378152,0.2364532019704433,0.4033613445378152,0.2609336609336609,0.4033613445378152,0.3356643356643357,0.3131438721136767,0.6440677966101694,0.4033613445378152,0.4033613445378152,0.4033613445378152,0.2544,0.4033613445378152,0.3356643356643357,0.4033613445378152,0.306479217603912,0.3253693541578725,0.0,0.4033613445378152,0.4033613445378152,0.4033613445378152,0.2364532019704433,0.4033613445378152,0.4033613445378152,0.4033613445378152,0.306479217603912,0.2313488933228156,0.6440677966101694,0.4033613445378152,0.4033613445378152,0.4033613445378152,0.2629251671560779,0.4033613445378152,0.3356643356643357,0.4033613445378152,0.2955350815024805,0.3253693541578725,0.0,0.4033613445378152,0.4033613445378152,0.4188152337068454
