dataset,file_path,ts2i_transformation_pretty_name,model,latent_dim,window_length,stride,image_size,epochs,learning_rate,train_losses,val_losses,AUC_PR,AUC_ROC,VUS_PR,VUS_ROC,Standard_F1,PA_F1,Event_F1,R_F1,Affiliation_F,training_time_s,device
LTDB,219_LTDB_id_4_Medical_tr_3618_1st_3718,MWT,resnet18_autoencoder_progressive_unfreeze,128,10,10,64,150,0.001,"[0.10001402050256729, 0.07940491884946824, 0.06647635847330094, 0.05493874922394752, 0.04515662714838982, 0.03702933862805367, 0.03033028282225132, 0.02418917715549469, 0.019250116497278213, 0.015335150063037872, 0.012650704942643642, 0.010157022811472415, 0.008791125565767288, 0.007239088416099548, 0.006147346179932356, 0.005003604013472796, 0.004247596673667431, 0.003842178313061595, 0.003546256432309747, 0.0030137971974909306, 0.0057307761162519455, 0.004041795851662755, 0.003024392714723945, 0.0020767131354659796, 0.0024560257093980908, 0.0016812059096992017, 0.001499083684757352, 0.0014095353893935681, 0.0011920268647372723, 0.0012756650801748037, 0.0010946272639557719, 0.0010249857790768147, 0.0009105073753744364, 0.0008775103255175054, 0.0008908611373044551, 0.0007462470093742013, 0.0006925620953552424, 0.0006420835154131055, 0.0006559829227626324, 0.0006255885120481253, 0.0005602898425422608, 0.0006926454952917993, 0.0006342715118080377, 0.0005416307190898806]","[0.09123250842094421, 0.08743397518992424, 0.07867702096700668, 0.06423050537705421, 0.04952520690858364, 0.03599117510020733, 0.028059477917850018, 0.022964012809097767, 0.02030007354915142, 0.018154513090848923, 0.017182075418531895, 0.015725205186754465, 0.013527986593544483, 0.0114829670637846, 0.009725285694003105, 0.008240048307925463, 0.007571366848424077, 0.006838355213403702, 0.00545501452870667, 0.004270248115062714, 0.004191120038740337, 0.0032203240552917123, 0.0026204207679256797, 0.0019093482987955213, 0.0015004242886789143, 0.001520335441455245, 0.0013639943790622056, 0.0012267775018699467, 0.001029108214424923, 0.0009774061909411103, 0.0009828961919993162, 0.0008912725897971541, 0.0008554159430786967, 0.0006787728925701231, 0.0007841657497920096, 0.0007304491882678121, 0.000642480852548033, 0.0006724194390699267, 0.0007194039935711771, 0.0006145283987279981, 0.0006089846137911081, 0.0006411110807675868, 0.0005920341063756496, 0.0005976921529509127]",0.45617127229486837,0.7592019769149013,0.5628393006357072,0.8503977521898769,0.44199774135328734,0.9630262034543903,0.867538534224424,0.42231696185172296,0.9079363997204281,20.63824641588144,cuda
LTDB,219_LTDB_id_4_Medical_tr_3618_1st_3718,MWT,resnet18_autoencoder_differential_lr,128,10,10,64,100,0.001,"[0.09766773134469986, 0.07987847924232483, 0.0625386081635952, 0.047646047174930574, 0.036407981812953946, 0.028706899657845498, 0.023108984157443047, 0.018836315348744394, 0.015896517597138882, 0.013940791599452496, 0.011698890663683414, 0.01013451386243105, 0.008467652834951878, 0.0070488608442246916, 0.006547760870307684, 0.0057050100527703766, 0.004772103764116764, 0.004148210631683469, 0.00357712903060019, 0.0031097485218197106, 0.0029614200815558434, 0.002553470246493816, 0.0024731303565204144, 0.002087077428586781, 0.0020120566012337806, 0.0017688639927655458, 0.0016890063416212797, 0.001604125602170825, 0.0014650742756202816, 0.0013790013501420618, 0.001376996305771172, 0.0016353478189557792, 0.0017175877932459117, 0.0012767117470502854, 0.001163206622004509, 0.0010507610742934049, 0.0010345924412831665, 0.0010094508761540055, 0.0011577014112845064, 0.0009920178214088081, 0.000990543293301016, 0.0009391515282914043, 0.0008531104656867683, 0.0007974111707881093, 0.0008470564731396735, 0.0008080687141045928, 0.0008040893822908402, 0.0008900630171410739, 0.0007506092544645071, 0.0007310725166462361, 0.0006560525507666171, 0.0006765902740880847, 0.0006393992574885487, 0.0007413299172185361, 0.0007593005779199302, 0.0006793230306357146, 0.0006617302424274385, 0.0006277763284742832, 0.0005330786923877894, 0.0005066201149020344, 0.0005306744598783553, 0.0005667325691320002, 0.0005931208201218396, 0.000494585558772087, 0.00044123269617557526, 0.0004884920490439981, 0.00044058708590455353, 0.0004911030177026987]","[0.09476826339960098, 0.08833539485931396, 0.07389456033706665, 0.059074077755212784, 0.04051348939538002, 0.024563830345869064, 0.021171575412154198, 0.01742696575820446, 0.013925461564213037, 0.011724673677235842, 0.009955814108252525, 0.0079092918895185, 0.006675757002085447, 0.006273277569562197, 0.006379429018124938, 0.0043614201713353395, 0.004582649329677224, 0.003212428535334766, 0.002955168834887445, 0.002541441237553954, 0.0023357474710792303, 0.0019623107509687543, 0.0017856268677860498, 0.0017135062371380627, 0.0016250032931566238, 0.0015154507127590477, 0.0013858909369446337, 0.0013073572772555053, 0.0012379150139167905, 0.001187983842100948, 0.001146322290878743, 0.0011185783660039306, 0.0012243000091984868, 0.0012639411143027246, 0.0010358510480728, 0.0009242703672498465, 0.0010860883630812168, 0.0009955837449524552, 0.0008972931827884167, 0.0007851279515307397, 0.0008393844473175704, 0.0007811688410583884, 0.0007287205662578344, 0.0007368586666416377, 0.0007007004169281572, 0.000716096255928278, 0.0007190228789113462, 0.000683586549712345, 0.0006661756196990609, 0.0006801430135965347, 0.0006074286357033998, 0.0006267330318223685, 0.0006012470694258809, 0.0006985932704992592, 0.0007133468752726912, 0.0006159156328067183, 0.0006002239242661744, 0.0005680079339072108, 0.0005615260452032089, 0.0005440368258859962, 0.0005727712414227426, 0.0005675895081367344, 0.0005343850934877992, 0.0005410142766777426, 0.0005016166687710211, 0.0004836784064536914, 0.0005531990027520806, 0.0005094543448649347]",0.47256910113450473,0.7710425063116884,0.5861042594510204,0.8630647004611759,0.45921752638479024,0.9724243840555519,0.8799442547057517,0.41910346200263743,0.9046212781481939,31.61810686206445,cuda
LTDB,219_LTDB_id_4_Medical_tr_3618_1st_3718,MWT,pvt_autoencoder_frozen,128,10,10,64,100,0.001,"[0.08607273250818252, 0.06016700565814972, 0.046723229438066484, 0.037724880129098894, 0.03083365075290203, 0.02539050355553627, 0.020881478488445283, 0.017354967631399633, 0.014075196720659733, 0.011575002036988736, 0.009334222972393036, 0.007490065135061741, 0.005984275229275226, 0.004970838967710734, 0.004289978789165616, 0.0035652614198625086, 0.0032035024370998142, 0.002674200152978301, 0.0023459378164261578, 0.002185394545085728, 0.0020534292329102755, 0.0017655645729973911, 0.0016102992463856935, 0.001607705745846033, 0.0014386701630428433, 0.0012655340367928147, 0.001142574194818735, 0.0010708547430112957, 0.0010675860801711678, 0.0010228965315036477, 0.000946898467373103, 0.0008731272770091892, 0.0008591171586886049, 0.0008247062214650214, 0.0008276807144284249, 0.0007682023337110877, 0.0007020134478807449, 0.0007029626285657287, 0.0006611947785131634, 0.0006343742250464856, 0.0006148332147859036, 0.0006368399015627801, 0.0005952040664851665, 0.0005607149563729763, 0.0005531886825338006, 0.0005606364924460649, 0.0005641714669764042, 0.0005428995355032384, 0.0005175221944227814, 0.0004825697105843574, 0.0004833342391066253, 0.00048581932205706837, 0.0005300768127199263, 0.0005055641988292337, 0.0004783995915204287, 0.00048672941047698257, 0.0004971261834725738]","[0.07901325821876526, 0.0629563182592392, 0.04162656515836716, 0.029665332287549973, 0.022915122099220753, 0.018139494583010674, 0.015304578933864832, 0.012426467146724463, 0.011647783685475588, 0.009752161335200071, 0.007195898564532399, 0.006702096201479435, 0.0054704982321709394, 0.004901175852864981, 0.0035493867471814156, 0.004439580952748656, 0.002874357276596129, 0.002648858935572207, 0.0026240444276481867, 0.0022009883541613817, 0.0019361736485734582, 0.001975943217985332, 0.0018825596198439598, 0.0018042472074739635, 0.0014347225660458207, 0.001279917312785983, 0.0012527672806754708, 0.0012121465988457203, 0.001187351590488106, 0.0010001405025832355, 0.001036525354720652, 0.000984253390925005, 0.0011063900892622769, 0.0009912238456308842, 0.0008839073707349598, 0.0008270276302937418, 0.0007867746171541512, 0.0008662136096972972, 0.000812888058135286, 0.0007415412983391434, 0.0007300593715626746, 0.0007102202216628939, 0.000731099396944046, 0.0006766265141777694, 0.0006806081801187247, 0.0006562022026628256, 0.0006376249948516488, 0.0006622302171308547, 0.0006253462343011051, 0.0006397461984306574, 0.0006295564526226372, 0.0006095342978369445, 0.0006589398835785687, 0.0006919705774635077, 0.0005759839259553701, 0.0006521848263218999, 0.0006165873201098293]",0.46731087356210094,0.7636394804877012,0.5743900923995997,0.8569482023678628,0.4405814053076276,0.9720344599072234,0.8746368445758214,0.42902985538633687,0.8979343786868288,27.142754330998287,cuda
LTDB,219_LTDB_id_4_Medical_tr_3618_1st_3718,MWT,pvt_autoencoder_progressive_unfreeze,128,10,10,64,150,0.001,"[0.08799423277378082, 0.06519486755132675, 0.052109482884407046, 0.04278996214270592, 0.03639875873923302, 0.031166747212409973, 0.027176081016659737, 0.023668905720114708, 0.020920879393815994, 0.018751708790659904, 0.01642178650945425, 0.014947094209492206, 0.013134500198066234, 0.01150643602013588, 0.010045044869184495, 0.008517608791589738, 0.007275539729744196, 0.006472205743193626, 0.005423730425536633, 0.004565833695232868, 0.017576357163488866, 0.010387630201876163, 0.007438520155847073, 0.005753427091985941, 0.004579085297882557, 0.0036507279612123964, 0.0030499442014843225, 0.0025796355213969944, 0.0021037969272583723, 0.0019243867602199316, 0.0016699068015441298, 0.0014642927562817931, 0.0013191388454288245, 0.0012616929365321995, 0.0011211612029001117, 0.001045526284724474, 0.000947723351418972, 0.0008464478771202267, 0.0008040852262638509, 0.0008046073256991803, 0.0007448465097695589, 0.0007427534321323038, 0.0007008945103734732, 0.0006622282206080854, 0.0006614738260395825, 0.0006323426263406873, 0.0006701473030261695, 0.0006455558119341731, 0.0008117463090457022, 0.0008216605987399816, 0.0008162389975041151, 0.0006919498555362225, 0.0007892818888649344, 0.0008146677806507796, 0.0007190527045167983, 0.0008646708331070841, 0.0007718032342381775]","[0.08373557776212692, 0.06831257790327072, 0.043512340635061264, 0.03186647593975067, 0.025772936642169952, 0.022573241963982582, 0.02015205007046461, 0.017642278224229813, 0.016414024867117405, 0.014961814042180777, 0.013874202501028776, 0.012791282963007689, 0.012034482788294554, 0.010302894283086061, 0.009049716871231794, 0.0079939104616642, 0.0077462755143642426, 0.006399528821930289, 0.005349404644221067, 0.004953620722517371, 0.010924927424639463, 0.006191432476043701, 0.00516781909391284, 0.004021189291961491, 0.002990537672303617, 0.0027770056622102857, 0.002099578850902617, 0.002049609087407589, 0.0019417291623540223, 0.001524878665804863, 0.0014261818141676486, 0.0012205143575556576, 0.0011536816018633544, 0.0010444596409797668, 0.0009498275758232921, 0.000974004651652649, 0.0008343335648532957, 0.0008121976570691913, 0.0008352413424290717, 0.0007499682251363993, 0.0007181631226558238, 0.0007004260260146111, 0.0007019179174676538, 0.0007436001324094832, 0.0006874676328152418, 0.0006764458667021245, 0.0006162792269606143, 0.0007175170758273453, 0.0006881682784296572, 0.000734644680051133, 0.0007569349545519799, 0.0006667875859420747, 0.0006032445817254484, 0.0007277404947672039, 0.0006096587458159775, 0.0007009967230260372, 0.0010095351317431778]",0.4860635887753966,0.7661081783044015,0.5910487702169476,0.8598031284240928,0.45785661581742887,0.97469666076144,0.8828791518263889,0.4377555211657457,0.9155698027597725,32.241989811183885,cuda
LTDB,219_LTDB_id_4_Medical_tr_3618_1st_3718,MWT,pvt_autoencoder_differential_lr,128,10,10,64,100,0.001,"[0.09036269187927246, 0.06623045802116394, 0.052865608036518096, 0.042901715636253356, 0.03511112704873085, 0.02943991757929325, 0.02469708174467087, 0.020928846672177315, 0.017764848098158835, 0.015158871188759804, 0.012922560796141624, 0.011230676993727684, 0.009262531995773315, 0.00806746557354927, 0.006894296500831842, 0.006017687264829874, 0.005075668916106224, 0.0044168838765472175, 0.004154827771708369, 0.003648762870579958, 0.0032401827163994314, 0.0031505757942795753, 0.0026938695926219227, 0.0024387619458138944, 0.002199203846976161, 0.0018478015903383494, 0.0017048554262146353, 0.0015110711799934506, 0.0013811310986056925, 0.0013166698394343258, 0.0012903481489047407, 0.0012060367735102773, 0.0011574729578569531, 0.0011860304279252888, 0.0010690020862966776, 0.001002216851338744, 0.0009496200364083052, 0.0008910706266760827, 0.0008541594608686865, 0.0008703893749043345, 0.0008248652680777014, 0.0008398515055887401, 0.0009003654471598565, 0.0008544225012883544, 0.0007715188665315508, 0.0007096517365425825, 0.0006023901631124317, 0.0005987068056128919, 0.0005663965828716754, 0.0005679197260178625, 0.0006018899264745414, 0.0005827831104397774, 0.0005773919401690364, 0.0005644301883876324, 0.0005782566091511399, 0.0005749517353251576, 0.0005205680849030614]","[0.08847469463944435, 0.07455109059810638, 0.05183037556707859, 0.03473513387143612, 0.025407093577086926, 0.021439746953547, 0.018342341296374798, 0.014997564721852541, 0.01330144191160798, 0.010144728235900402, 0.009294637478888035, 0.00788506749086082, 0.0064184474758803844, 0.005843702703714371, 0.005309888161718845, 0.006287754978984594, 0.004432770190760493, 0.004997363779693842, 0.0035254505928605795, 0.002993737580254674, 0.003966555930674076, 0.002660966943949461, 0.0025979275815188885, 0.002524782787077129, 0.0016569675062783062, 0.001686582458205521, 0.0015160521725192666, 0.0014849998988211155, 0.0012848579208366573, 0.0012543757911771536, 0.001170332368928939, 0.0013252815697342157, 0.001242580940015614, 0.0009653893066570163, 0.001052594045177102, 0.0009474252874497324, 0.0009795767546165735, 0.0008110491908155382, 0.0009040455042850226, 0.0008793639717623591, 0.0009017392585519701, 0.0010653635836206377, 0.001024831144604832, 0.0008316729217767715, 0.0007043032965157181, 0.0006181891658343375, 0.0006001160945743322, 0.0005922548880334944, 0.0006150209810584784, 0.0005542676663026214, 0.0005437747167889029, 0.0005706640076823533, 0.0005622377793770283, 0.0006534471176564693, 0.0005287760577630252, 0.0005582853045780212, 0.0005369595310185105]",0.47427296764231824,0.7627205971289103,0.5818356093943916,0.8544855638623261,0.4456875268503149,0.9707736766058058,0.8847998831197287,0.4383529403056391,0.9128398584383656,34.77486631809734,cuda
LTDB,219_LTDB_id_4_Medical_tr_3618_1st_3718,SPIRAL,cnn_autoencoder,128,10,10,64,150,0.001,"[0.17681053280830383, 0.16373169124126435, 0.15624323785305022, 0.1480884999036789, 0.1392693877220154, 0.13070900738239288, 0.12043647915124893, 0.11329116076231002, 0.10502620786428452, 0.0974915310740471, 0.09115382432937622, 0.08489617258310318, 0.07773298919200897, 0.07114607691764832, 0.06629336327314377, 0.06222470849752426, 0.05865836888551712, 0.0548007920384407, 0.04923720806837082, 0.045710256695747374, 0.04362530037760735, 0.04100116416811943, 0.039210935682058336, 0.03564005047082901, 0.035167451947927475, 0.031308908760547635, 0.029464281722903253, 0.028185537084937096, 0.025167937949299814, 0.023738402128219604, 0.022635891288518905, 0.02293568253517151, 0.021398883685469626, 0.02035663612186909, 0.019019725918769836, 0.01861516200006008, 0.016169782541692258, 0.015101022832095624, 0.014807702042162418, 0.014434207044541836, 0.013213382475078106, 0.011817490868270396, 0.011608452163636684, 0.010789183154702186, 0.010605023056268693, 0.013778915628790855, 0.01013797614723444, 0.009634893015027046, 0.009453829005360603, 0.008582749590277671, 0.008012241497635842, 0.008275064639747143, 0.007370158191770315, 0.007360370084643364, 0.007053621020168066, 0.006458557303994894, 0.005815423000603915, 0.006614661309868097, 0.005808280780911446, 0.006362283509224654, 0.005471611488610506, 0.006718439795076847, 0.0053111912682652475, 0.0052939273416996, 0.00526867164298892, 0.004096338711678982, 0.00466732382774353, 0.0038729852065443994, 0.003733712714165449, 0.003769656177610159, 0.00365269435569644, 0.0037971092853695152, 0.003100997908040881, 0.0031367891002446412, 0.003270907420665026, 0.003080196492373943, 0.0030774012673646213, 0.0033795574214309453, 0.0028796492610126735, 0.0026280585676431655, 0.002841075137257576, 0.002552920626476407, 0.0025532940868288278, 0.002821260504424572, 0.002541953232139349, 0.002831039670854807, 0.0022242166567593815, 0.002123435214161873, 0.002082243142649531, 0.0020625141449272634, 0.0021479038055986165, 0.0020011392887681724, 0.002119612111710012, 0.001860341033898294, 0.0047396135749295356, 0.0040109907276928425, 0.0033749417401850224, 0.003607326466590166, 0.0030245059635490177, 0.0023651406168937682, 0.0021629429887980224, 0.0022869895678013564, 0.0022366201505064965, 0.0019091596594080329, 0.0019980918848887088, 0.001805799431167543, 0.0018444927176460625, 0.0017788928700610996, 0.0018244897481054067, 0.001951187290251255, 0.0015808629803359508, 0.0016564404359087348, 0.00148409903049469, 0.0017803458962589503, 0.001756823225878179, 0.0014984611654654146, 0.0016390431206673383, 0.0015887719579041003, 0.0015914585441350938, 0.0014840638730674982, 0.0016924228752031923, 0.0015362282516434788, 0.0013816536869853736, 0.0012904647504910828, 0.0013045937987044454, 0.0013466961216181516, 0.0014768880559131504, 0.0015868735499680042, 0.001392286503687501, 0.0012536808615550398, 0.0014545209240168333, 0.0012987260241061449, 0.0011631819186732173, 0.0012623499147593974, 0.0012652750825509428, 0.0012111505027860403, 0.0013754783431068063, 0.0012049505021423101, 0.0014077778672799469, 0.0012969600269570948, 0.0012382894987240435, 0.0011405742960050702, 0.0012491969624534248, 0.0011202467372640967, 0.00104046780616045, 0.0010591338388621808, 0.0011416258523240686, 0.0011513860430568458, 0.0010720351478084923, 0.0011637820629402996]","[0.16483820974826813, 0.16203571110963821, 0.1570557951927185, 0.14991061389446259, 0.14112447947263718, 0.1321248933672905, 0.1196647360920906, 0.11128654330968857, 0.1035284586250782, 0.09484249725937843, 0.08870641514658928, 0.08210423588752747, 0.07535799592733383, 0.06915132701396942, 0.06450533494353294, 0.06024722568690777, 0.05646658129990101, 0.05263776704668999, 0.04800071567296982, 0.04453596472740173, 0.04161472246050835, 0.0392734557390213, 0.03742663934826851, 0.034865569323301315, 0.031787773594260216, 0.030905860476195812, 0.028186325915157795, 0.02666172944009304, 0.02420636359602213, 0.022886814549565315, 0.020937854424118996, 0.019699346274137497, 0.01819117832928896, 0.018269438296556473, 0.016390428878366947, 0.015291659161448479, 0.014692906755954027, 0.01487695798277855, 0.012958971317857504, 0.012099230661988258, 0.011484909802675247, 0.011270979419350624, 0.010647770948708057, 0.010104613844305277, 0.009227965958416462, 0.00918985204771161, 0.008330348879098892, 0.008220491465181112, 0.007852887734770775, 0.0072153364308178425, 0.006840158253908157, 0.006688058376312256, 0.006633344339206815, 0.0063010824378579855, 0.005926822312176228, 0.005766367306932807, 0.00555921858176589, 0.005129094468429685, 0.004818781046196818, 0.004845492774620652, 0.004612503107637167, 0.0048378570936620235, 0.004221409093588591, 0.003862283658236265, 0.003809328773058951, 0.003851083805784583, 0.003620690666139126, 0.0037018704460933805, 0.003400772111490369, 0.003087360761128366, 0.002848827396519482, 0.002909657545387745, 0.002768503502011299, 0.002713883644901216, 0.002511843224056065, 0.0025441781617701054, 0.0023770914413034916, 0.00242814258672297, 0.0022550096036866307, 0.0023677730932831764, 0.0022076021414250135, 0.002213616855442524, 0.0022475566947832704, 0.0021800993708893657, 0.0019242374692112207, 0.00208261888474226, 0.0018592269043438137, 0.0017295160214416683, 0.0017590489005669951, 0.0016872069681994617, 0.0016659052344039083, 0.0016154141630977392, 0.0016424166969954967, 0.0016249620239250362, 0.0033381577813997865, 0.008950245566666126, 0.00534990755841136, 0.002961543039418757, 0.002592422883026302, 0.0021487416233867407, 0.0018196988385170698, 0.0017022541724145412, 0.0016744197346270084, 0.001613859843928367, 0.0015445402241311967, 0.001502428378444165, 0.0014729045215062797, 0.0014472690527327359, 0.0014288934762589633, 0.0013895020238123834, 0.0013604279956780374, 0.0013276292011141777, 0.0012939674779772758, 0.0012772323680110276, 0.0012527711223810911, 0.0012557444861158729, 0.001236478565260768, 0.0011964970035478473, 0.0011678733280859888, 0.0011508972384035587, 0.0011651671375147998, 0.0011683636694215238, 0.0011047692387364805, 0.001078165601938963, 0.0010889482218772173, 0.0010797751019708812, 0.001063068222720176, 0.0010757606360130012, 0.001055078988429159, 0.0010133525356650352, 0.0010093579185195267, 0.000994715082924813, 0.0009719791705720127, 0.0009612182911951095, 0.0009607061801943928, 0.0009584614599589258, 0.0009755858336575329, 0.0009564765787217766, 0.0009656738548073918, 0.0009350349428132176, 0.0009134442079812288, 0.0009267412533517927, 0.0009015269461087883, 0.0008960409322753549, 0.0008730856643524021, 0.000857128732604906, 0.0008563691517338157, 0.0008472246991004795, 0.0008350318239536136, 0.0008391164883505553]",0.4997491606159485,0.6677816563156547,0.5527733005595452,0.7403491896233039,0.47932916353348565,0.9934675918091047,0.9913043478260863,0.5251884819690232,0.934061341536368,49.402367742965,cuda
LTDB,219_LTDB_id_4_Medical_tr_3618_1st_3718,SPIRAL,resnet18_autoencoder_frozen,128,10,10,64,100,0.001,"[0.18358910977840423, 0.14691518545150756, 0.12218693047761917, 0.10236424803733826, 0.08682540506124496, 0.07468260675668717, 0.06403543502092361, 0.05546899363398552, 0.04792661294341087, 0.042865940183401105, 0.03715147599577904, 0.03302493281662464, 0.029197511076927186, 0.02631963640451431, 0.02366914078593254, 0.0215945228934288, 0.019730721786618232, 0.016984593123197556, 0.015529058687388898, 0.014787240885198116, 0.01317983604967594, 0.012288404442369939, 0.011220053397119045, 0.01025402545928955, 0.009564974531531333, 0.009017635881900788, 0.008447461482137441, 0.008024332951754332, 0.00722553888335824, 0.007334838528186083, 0.006628427281975746, 0.006976115424185992, 0.006241678725928068, 0.005308751668781042, 0.005352465435862541, 0.004617357067763806, 0.004443778749555349, 0.004187498660758138, 0.0038911400828510524, 0.0037623175885528326, 0.003814793936908245, 0.003435037098824978, 0.003537520533427596, 0.003368115471675992, 0.0031129106413573028, 0.0034288796596229076, 0.004074988607317209, 0.003383691934868693, 0.002852701721712947, 0.0029165349435061215, 0.0032436691224575044, 0.0025678365491330624, 0.002400477370247245, 0.0021981830010190605, 0.002816635393537581, 0.0024701837450265885, 0.0021084937732666733, 0.002045186748728156, 0.002181456983089447, 0.001817126153036952, 0.002046189457178116, 0.0018914842745289206, 0.001741139660589397, 0.001659434917382896, 0.0016188787762075663, 0.0016020691255107522, 0.0018157155252993106, 0.0014801882207393646, 0.0014325660653412343, 0.0014648902229964732, 0.0014383998000994324, 0.0016856858041137458, 0.001449603890068829, 0.0017220800276845694, 0.0015483247581869364, 0.0015108826803043485, 0.0014565381919965149, 0.001402534102089703, 0.0014833261957392097, 0.0016163860214874148, 0.0013307709246873855, 0.001302401814609766, 0.0014117584796622396, 0.0011700749862939119, 0.001268700510263443, 0.001327405427582562]","[0.18095152080059052, 0.17024754732847214, 0.1489347368478775, 0.12317188829183578, 0.0995686873793602, 0.07758557423949242, 0.06164709851145744, 0.0508754588663578, 0.042535994201898575, 0.0358553696423769, 0.03241830877959728, 0.02942637074738741, 0.026678256690502167, 0.023495917208492756, 0.021159585565328598, 0.018723301589488983, 0.016811636742204428, 0.015486315358430147, 0.013667899183928967, 0.01216758182272315, 0.010328367818146944, 0.009175657294690609, 0.008803209755569696, 0.00791619811207056, 0.007644088473170996, 0.007415200350806117, 0.00677580782212317, 0.0061231853906065226, 0.006333170225843787, 0.0054775981698185205, 0.005100735696032643, 0.0053145678248256445, 0.005455633159726858, 0.004686041967943311, 0.004129181383177638, 0.004502202849835157, 0.004380067577585578, 0.00389387144241482, 0.0034840471344068646, 0.0032835458405315876, 0.003492770134471357, 0.003665130352601409, 0.00324031722266227, 0.0031617656350135803, 0.0026455289917066693, 0.0029102147091180086, 0.0034523227950558066, 0.0036748737329617143, 0.003187484689988196, 0.0027088808128610253, 0.0024529146030545235, 0.0021613487042486668, 0.002207379904575646, 0.0019534481689333916, 0.0018983740592375398, 0.0018413979560136795, 0.0018803058192133904, 0.0018106703646481037, 0.0017978633986786008, 0.0018103817710652947, 0.0016800505109131336, 0.0018481212318874896, 0.001746557536534965, 0.0019534313469193876, 0.0018794035422615707, 0.0017538578831590712, 0.0018830575281754136, 0.0017646016785874963, 0.001501091115642339, 0.0015246702823787928, 0.001655839558225125, 0.0017984194564633071, 0.0015596130397170782, 0.001833286602050066, 0.0015639641205780208, 0.0013299889978952706, 0.0012979033635929227, 0.0017526208539493382, 0.002088495355565101, 0.0020102921407669783, 0.0020715839345939457, 0.0019078656914643943, 0.0017985206213779747, 0.001705020957160741, 0.001635183987673372, 0.0016370657831430435]",0.4817088089186292,0.7193009188341939,0.5556277240205695,0.8134116058679087,0.42941575612854593,0.9901534700529675,0.9683278362625938,0.46550431035865486,0.9004846580977686,34.917322766035795,cuda
