file,CNN-AE (RN),CNN-AE (LP),CNN-AE (SG),CNN-AE (GASF),CNN-AE (GADF),CNN-AE (MTF),CNN-AE (RP),CNN-AE (RWT),CNN-AE (MWT),CNN-AE (SPIRAL),ResNet18-AE-FE (RN),ResNet18-AE-FE (LP),ResNet18-AE-FE (SG),ResNet18-AE-FE (GASF),ResNet18-AE-FE (GADF),ResNet18-AE-FE (MTF),ResNet18-AE-FE (RP),ResNet18-AE-FE (RWT),ResNet18-AE-FE (MWT),ResNet18-AE-FE (SPIRAL),ResNet18-AE-PU (RN),ResNet18-AE-PU (LP),ResNet18-AE-PU (SG),ResNet18-AE-PU (GASF),ResNet18-AE-PU (GADF),ResNet18-AE-PU (MTF),ResNet18-AE-PU (RP),ResNet18-AE-PU (RWT),ResNet18-AE-PU (MWT),ResNet18-AE-PU (SPIRAL),ResNet18-AE-DLR (RN),ResNet18-AE-DLR (LP),ResNet18-AE-DLR (SG),ResNet18-AE-DLR (GASF),ResNet18-AE-DLR (GADF),ResNet18-AE-DLR (MTF),ResNet18-AE-DLR (RP),ResNet18-AE-DLR (RWT),ResNet18-AE-DLR (MWT),ResNet18-AE-DLR (SPIRAL),PVT-v2-b1-AE-FE (RN),PVT-v2-b1-AE-FE (LP),PVT-v2-b1-AE-FE (SG),PVT-v2-b1-AE-FE (GASF),PVT-v2-b1-AE-FE (GADF),PVT-v2-b1-AE-FE (MTF),PVT-v2-b1-AE-FE (RP),PVT-v2-b1-AE-FE (RWT),PVT-v2-b1-AE-FE (MWT),PVT-v2-b1-AE-FE (SPIRAL),PVT-v2-b1-AE-PU (RN),PVT-v2-b1-AE-PU (LP),PVT-v2-b1-AE-PU (SG),PVT-v2-b1-AE-PU (GASF),PVT-v2-b1-AE-PU (GADF),PVT-v2-b1-AE-PU (MTF),PVT-v2-b1-AE-PU (RP),PVT-v2-b1-AE-PU (RWT),PVT-v2-b1-AE-PU (MWT),PVT-v2-b1-AE-PU (SPIRAL),PVT-v2-b1-AE-DLR (RN),PVT-v2-b1-AE-DLR (LP),PVT-v2-b1-AE-DLR (SG),PVT-v2-b1-AE-DLR (GASF),PVT-v2-b1-AE-DLR (GADF),PVT-v2-b1-AE-DLR (MTF),PVT-v2-b1-AE-DLR (RP),PVT-v2-b1-AE-DLR (RWT),PVT-v2-b1-AE-DLR (MWT),PVT-v2-b1-AE-DLR (SPIRAL)
001_NAB_id_1_Facility_tr_1007_1st_2014,0.5734756949617381,0.500246851018342,0.4869038466348335,0.5629230857899722,0.5539668523667792,0.5599315124355279,0.4993149068653944,0.5608395327012352,0.615005388311876,0.501823652677355,0.5341807101697182,0.5096315395130183,0.4928630694564819,0.5850679057790324,0.4806792861547027,0.5368286495074398,0.0760795925979492,0.5608830306780356,0.5183637583556895,0.5118281873414363,0.5398441467491244,0.5110234747706297,0.4901118224238595,0.5107298634272273,0.4762751160036669,0.5062386973225909,0.9225502211328396,0.5607307877592342,0.5713007961217205,0.5136224788844509,0.5893491941456073,0.5157647542418683,0.4869364701174337,0.5761290715465597,0.4794504683100927,0.539438528115461,0.9239204074020508,0.5849482863428316,0.5780429825257752,0.494961846837099,0.5893796427293676,0.5057819685661871,0.4908947860062659,0.5260846492377523,0.4783630188900838,0.496440778048311,0.0760795925979492,0.6170062952446924,0.5519768199281629,0.4606201941532195,0.6064004010513461,0.5045205272389768,0.486979968094234,0.5252799366669458,0.4771668245280741,0.5069672884339966,0.0774497788671604,0.5811095898902002,0.6056859467824003,0.4856967777786236,0.5690769620578022,0.5038463085985714,0.4851748020570193,0.5209344887845905,0.4775474318250772,0.5395363985632617,0.9208103020608254,0.5685278001006978,0.55772942736001,0.4849573121730175
002_NAB_id_2_WebService_tr_1500_1st_4106,0.5553024690630548,0.455168809593572,0.7014102719882832,0.6740671775988518,0.4451181376590939,0.4431211700913265,0.7721398641298054,0.4988168150033466,0.6392372835551713,0.6684054453737528,0.6670631613126344,0.5080226160437691,0.6491380000495788,0.6622901893786847,0.4974342989948921,0.4204084070952899,0.6407386666807547,0.559548768231879,0.5559937270672821,0.6729041085758662,0.5652105004569781,0.4337068944147085,0.6128085516051938,0.659821410792159,0.4975330501383532,0.5454602717647723,0.6560780109650345,0.5939361108548639,0.5237679372511663,0.5149461684353145,0.6012948997675894,0.4543129663502431,0.7263943112839234,0.8248345715155374,0.4947680181214444,0.5196203892258032,0.6582176190733567,0.5586270908929094,0.5825577846582988,0.6490831383032115,0.5167236890176131,0.4618838873489219,0.6514092763491824,0.6300314825147487,0.4974342989948921,0.4575388370366366,0.692319680615232,0.4892269817383534,0.5571677684395409,0.6405905399655631,0.6157052518133839,0.443252838282608,0.6690272118325814,0.7659788900127645,0.4974342989948921,0.526796305650638,0.7143741026548615,0.4788032499285781,0.5178721282415673,0.5477644651121963,0.6114260355967394,0.4334435580321457,0.5921585902725652,0.5437156682302942,0.4974342989948921,0.4701131493040076,0.6491983479705827,0.4609512376606788,0.5696762466112713,0.644606419799645
005_NAB_id_5_Traffic_tr_594_1st_1645,0.4036655386136355,0.5192782995551162,0.4709684778888931,0.3878664588007148,0.35136316970227,0.5140309517472148,0.4490665044298262,0.5505342408456596,0.5444313471995132,0.3821628198790828,0.4749039887448192,0.3833605840526256,0.609966158409065,0.5661051751017149,0.4255104756834861,0.5345070154758735,0.4859120118635689,0.5225293737404464,0.4619567283927145,0.4579071447583558,0.4654929845241264,0.3842161298908703,0.5403247271759382,0.5395262177269098,0.4234001292824823,0.5023955283470855,0.5387847446670976,0.4881934674322217,0.531541123236625,0.5897182402372714,0.4512338872200463,0.3757177078976387,0.489676413551846,0.5183086809384387,0.4199209095402867,0.5105517320050192,0.4322407696110119,0.5845849652078026,0.4295030229286285,0.4690862770447546,0.5053614205863342,0.3727518156583901,0.4054907030685577,0.6015247728050497,0.4265371306893798,0.5269782120993194,0.48682459409103,0.5106087683942355,0.5054754933647667,0.4076010494695615,0.4715388417810562,0.3914027149321267,0.5241263926385034,0.5904026769078672,0.4265371306893798,0.5077569489334195,0.5365032890984448,0.4978896535989962,0.4186661089775276,0.4009277919312521,0.4368607171375337,0.3817065287653523,0.4051484847332598,0.5585193353359443,0.4277348948629225,0.4886497585459524,0.5396402905053425,0.5161983345374349,0.5035932925206281,0.3931138066086163
006_NAB_id_6_Traffic_tr_2579_1st_5839,0.3496210553730846,0.2439875276720732,0.6637539970772502,0.7250488330704788,0.6718255610377208,0.7006214460376484,0.5994302084991248,0.6831826139800038,0.5364798228987311,0.5908390606687598,0.3855556841694036,0.242684010244093,0.4934559344841058,0.4882574913547379,0.5185235773298801,0.4944977066543198,0.6780761940590048,0.6055593014338836,0.5506505288440671,0.510040513362175,0.36574899078321,0.2458101948982101,0.5233578342714106,0.6257510164513189,0.706185811641804,0.5958291493640849,0.6255873714062478,0.6881857248274564,0.6641299032020025,0.6235481023830538,0.3827767569053578,0.2359858492613546,0.5571307858145357,0.662510815620795,0.6520978687077684,0.6310979121149422,0.589073256840247,0.7188889210423509,0.5301145949387235,0.6788657705496794,0.3854879689783398,0.2429830856712919,0.6355063446818978,0.7060273754575839,0.7048345463226889,0.6785189472313458,0.6725135647417997,0.6966162661149133,0.6598286863542313,0.6213673259734058,0.3873896372607179,0.254968674489604,0.6753840811424767,0.666313284042076,0.6970312386960485,0.7060681782009174,0.69985053463169,0.721142621503914,0.7226063114030645,0.6727601174887503,0.379026811164325,0.2330289525848971,0.6735614139163398,0.7156524821668862,0.6693613357834272,0.6551294257230912,0.6270128629924905,0.682087885057804,0.5420832549592697,0.6009368715002966
008_NAB_id_8_Synthetic_tr_1007_1st_2734,0.7678863500954419,0.7037837130138779,0.7032543233489303,0.7182043633852098,0.6950743991711921,0.7298262691121054,0.5,0.720813362630023,0.6958940992975625,0.7015731791082725,0.8138047368041563,0.7965265207145054,0.5864897480560585,0.6022841551206591,0.824770123448357,0.599817464925563,0.0118230358504958,0.5992140745547625,0.7983860256308086,0.5654261112439329,0.7484659084440498,0.7991355199593186,0.5985841198280147,0.7990026981795828,0.8237360110204128,0.806099176125475,0.0118230358504958,0.799429625328734,0.7926405349302307,0.7699621647673154,0.7728197304856343,0.7971906296131851,0.5816778047216244,0.7996288579983379,0.5697048700054268,0.6157940275738016,0.0118230358504958,0.5828732007392481,0.7783052699887292,0.565777140233235,0.753439135368163,0.7976175567623364,0.6087354987078338,0.788870293839726,0.5697048700054267,0.8136795048404051,0.0118230358504958,0.8037083840902278,0.6112306507128735,0.5708812914830882,0.7470902542967846,0.7962893389649768,0.6095817631901516,0.7992114181191678,0.5696099973056153,0.806241485175192,0.9881769641495042,0.7967390355620828,0.7829350577395253,0.5825506335598893,0.7888911658336843,0.610243974634835,0.8184629863648956,0.7982437165810915,0.8248649961481683,0.8003214287069611,0.0118230358504958,0.595713271931722,0.793642390640239,0.8016401592343394
009_NAB_id_9_Traffic_tr_500_1st_438,0.6114495988417687,0.7457923629124691,0.5280207516438439,0.6087953188152259,0.5700066357000664,0.6082523979007058,0.692706762381613,0.6315376726790132,0.6726790130904265,0.552512517343307,0.7447065210834289,0.7854859142184955,0.5626470410810159,0.6317789708632442,0.4679978283163419,0.5418953972371358,0.6924654641973819,0.5935332086626048,0.5653616456536165,0.6355190927188273,0.614827773421005,0.7520057911564215,0.6600108584182904,0.5642154792785183,0.5073897568920794,0.6208602280267841,0.7260059118055137,0.6180249743620679,0.5747722748386319,0.6031851360318514,0.5928696386559691,0.7153887916993424,0.6192314652832237,0.6140435543222537,0.491343427640707,0.6668878566688785,0.6443868009893226,0.7295047354768656,0.5329070398745249,0.6155516679736985,0.5928696386559691,0.7604512276045123,0.5547445255474454,0.5032273632140918,0.5175242806297883,0.6257465162574651,0.6530735356216445,0.5849067985763408,0.6175423779936056,0.6898715087168968,0.4788562466067443,0.7553839657356579,0.5457561681848344,0.5751945466610364,0.493334137660614,0.5741690293780539,0.6584424202207879,0.6833564577426554,0.621161850757073,0.7036255052180732,0.4535199372624721,0.7660614103878868,0.5423779936055981,0.6220063944018821,0.5026844422995718,0.6609157266091572,0.6502986065029861,0.6793750377028412,0.6343729263437292,0.6209205525728418
010_NAB_id_10_WebService_tr_500_1st_271,0.4972345132743362,0.7617994100294985,0.2852138643067846,0.2234513274336283,0.2160766961651917,0.3147123893805309,0.5,0.7046460176991151,0.430862831858407,0.3128687315634219,0.4668141592920354,0.8309365781710915,0.6235250737463126,0.6954277286135693,0.8401548672566371,0.2234513274336283,0.5,0.4723451327433628,0.5571533923303835,0.4317846607669616,0.4410029498525074,0.9000737463126843,0.4953908554572271,0.6742256637168141,0.8346238938053097,0.1847345132743362,0.5,0.3617256637168141,0.4557522123893806,0.864122418879056,0.4760324483775812,0.6327433628318584,0.4944690265486725,0.7240044247787611,0.8466076696165192,0.1773598820058997,0.5,0.5608407079646017,0.4658923303834809,0.5921828908554573,0.5,0.7986725663716814,0.4640486725663716,0.7101769911504425,0.6493362831858407,0.2105457227138643,0.5,0.7258480825958702,0.3506637168141593,0.4428466076696165,0.512905604719764,0.8171091445427728,0.7747050147492625,0.6843657817109146,0.3230088495575221,0.1902654867256637,0.5,0.5488569321533923,0.3368362831858407,0.7064896755162241,0.5350294985250738,0.7664085545722713,0.4317846607669616,0.6290560471976401,0.8401548672566371,0.1847345132743362,0.5,0.5967920353982301,0.2335914454277286,0.7617994100294985
011_NAB_id_11_Facility_tr_1007_1st_1526,0.4310945644080416,0.6004914370811616,0.6201935964259121,0.7296500372300818,0.1500521221146686,0.5131347728965003,0.3915860014892032,0.7017125837676843,0.4699776619508563,0.6491734921816827,0.4467311988086374,0.3803276247207743,0.5744303797468355,0.7715562174236783,0.1500521221146686,0.5670290394638868,0.6137304542069992,0.6851377513030529,0.5150111690245719,0.597572598659717,0.4583023082650782,0.4020104244229337,0.6618912881608339,0.7825018615040953,0.1500521221146686,0.5004169769173492,0.5467014147431124,0.6366641846612062,0.5106329113924051,0.6294713328369322,0.4365152643335815,0.3972151898734177,0.6293670886075948,0.7566492926284437,0.1485927029039463,0.5070886075949368,0.539717051377513,0.6348920327624721,0.463410275502606,0.6568875651526433,0.4026358897989576,0.4029486224869695,0.6101861504095308,0.3019359642591214,0.1500521221146686,0.5398212956068503,0.5570215934475056,0.691705137751303,0.5177215189873418,0.5096947133283694,0.4083693224125093,0.3841846612062546,0.6259270290394638,0.7949069247952346,0.1500521221146686,0.5139687267311988,0.537319434102755,0.6974385703648548,0.4924944154877141,0.6430230826507819,0.4118093819806404,0.3934623976172747,0.6692926284437825,0.7732241250930751,0.1485927029039463,0.6300967982129562,0.554102755026061,0.6918093819806405,0.5175130305286672,0.6669992553983619
013_NAB_id_13_Traffic_tr_623_1st_2084,0.4658661777274263,0.7099929441694989,0.7199183113708187,0.7485888338997873,0.6429973366724305,0.6511090573012939,0.6761125355275972,0.7069991851012661,0.8060193190626677,0.7154661817025421,0.5500591298471568,0.5110756663287819,0.3615218730745533,0.5471299664102718,0.6517425913779737,0.6021753821080039,0.6763634647109097,0.7587154413372289,0.7253766422197047,0.5951791783435693,0.528832011607338,0.6560108719416454,0.3692335976785324,0.7333939538489058,0.6511065728539344,0.5610726849919504,0.6686517401069306,0.6860900761234671,0.71500159004631,0.7879052133643392,0.5236668455468766,0.6462320871345378,0.3835440144694214,0.4235038658000914,0.6560357164152406,0.6428408164887802,0.6738193906147516,0.7990231152982331,0.8087348200266333,0.5117017470633832,0.5014037127581341,0.6557723649951304,0.354803927414386,0.7365740464691033,0.6501525450678751,0.6391042076600482,0.6713423965973009,0.7986653548784608,0.8191769522787351,0.6706268757577564,0.5404020829606663,0.6385998648460637,0.3652584819032854,0.893511617275853,0.6488805080197961,0.6095293462922107,0.6706268757577565,0.854555482678433,0.8024417148649453,0.6912179754735357,0.5179824299882734,0.6501277005942798,0.3857700793035598,0.7469093474847455,0.6667685290084073,0.5660415797110091,0.6631536581002921,0.7087084848846222,0.8238675888935265,0.6398594796573449
014_NAB_id_14_WebService_tr_500_1st_1045,0.4725505501040737,0.4666443651501635,0.383526613143027,0.54892952720785,0.4890202200416295,0.5493383883437407,0.8615819209039548,0.3632396669640202,0.4801665179898899,0.283467142432352,0.680921052631579,0.3930493606898602,0.4786871840618495,0.6341956586381208,0.6399940529289325,0.4831400535236395,0.8615819209039548,0.3602586975914362,0.5493458221825751,0.4502155813261969,0.4494313113291703,0.5091584894439489,0.4894662503716919,0.625200713648528,0.6385072851620577,0.4697591436217663,0.1384180790960452,0.3662875408861136,0.4737065120428189,0.5073818019625335,0.5594521260779066,0.4241228070175439,0.4493978590544157,0.6531519476657744,0.6385072851620577,0.4707998810585786,0.8615819209039548,0.4120799881058579,0.4434433541480821,0.4699895926256318,0.4370911388641094,0.4362325304787392,0.5160793933987512,0.5666964020220041,0.6372435325602142,0.4393175735950044,0.1384180790960452,0.3587793636633957,0.4164659530181386,0.4132322331251858,0.4947033898305084,0.4328129646149271,0.507530478739221,0.6136039250669045,0.6337496283080583,0.5097531965506987,0.8615819209039548,0.3869536128456735,0.4748141540291406,0.4389161462979482,0.5677036871840618,0.4055382099316087,0.2883065715135295,0.5651352958667855,0.4480597680642283,0.4118867082961641,0.1384180790960452,0.3201977401129943,0.5129497472494795,0.34495242343146
015_NAB_id_15_Synthetic_tr_1007_1st_2787,0.5951986697129122,0.3848470239717174,0.6343736681408819,0.4729785435312694,0.5848302556470827,0.5042794161828306,0.552453415498124,0.4614363467410062,0.4779671201101119,0.3346678125021833,0.6227336561235826,0.2882055796600222,0.5265812879470679,0.5247717062468995,0.5975951427752975,0.4242176528537592,0.5444325668811615,0.5242826301117189,0.5271681793092848,0.2336735905873804,0.588155973366311,0.3030245865559957,0.526581287947068,0.4820753596456294,0.5848302556470827,0.4760597231829075,0.4550783569836578,0.436248925779203,0.5796949562276859,0.4109636895903638,0.5864931145066968,0.3376511769267853,0.2112739035961069,0.4562032320945733,0.5785700811167704,0.4819286368050752,0.5560725788984608,0.5558280408308706,0.4433405297393223,0.2328421611575733,0.623907438848016,0.319213006630475,0.4244621909213495,0.5988667407267672,0.5848302556470827,0.479483256129172,0.4693104725174145,0.5309829731636937,0.4756684622747629,0.2129856700692391,0.6059583446868864,0.3270382247933653,0.481830821578039,0.629091645880931,0.5848302556470827,0.5192940535328764,0.5801840323628665,0.522815401706177,0.4950847848414345,0.419473614342507,0.6204839059017516,0.3310486491018466,0.4592355041326933,0.538025669510295,0.5848302556470827,0.5274127173768751,0.5852704241687453,0.538025669510295,0.5154303520649492,0.3935036715644148
016_NAB_id_16_Environment_tr_1816_1st_3540,0.5592034659565165,0.6960051718131508,0.7007006029885223,0.356081205883522,0.4719554223374632,0.6758656123524971,0.4936422003118987,0.7593031846865699,0.6234524892273376,0.8511209881623463,0.5417567798215117,0.5024818624138713,0.6911589350554006,0.4022370663754989,0.5201740460085621,0.6083643322586001,0.5529783518001978,0.7229859271503823,0.5859018992151096,0.8215695237115475,0.4929027853440354,0.4478177613904976,0.7248248200269815,0.5065080207527186,0.5220070937075494,0.6254836884473571,0.4494602562993479,0.7785665520232498,0.6633481644973265,0.7920420244889561,0.51912191403848,0.4114841373569977,0.8087463730672919,0.3973271171817827,0.3248562670825315,0.6243035470875818,0.5927249750410916,0.6988617101119234,0.6030680168247592,0.8231950676053242,0.497108975153319,0.4293399859248123,0.7375924414839269,0.4463775096270075,0.5398366389761119,0.5801157578974194,0.4990285314809576,0.730154452973208,0.6311464965174431,0.7325024608197744,0.4745395753595368,0.4686032129772295,0.7381980018844853,0.4195200875373799,0.5208859886416508,0.6127154824726504,0.3958780976518752,0.7161447312738045,0.5738292693761793,0.7764628726008469,0.4956359903952042,0.4803052585555865,0.7943169676153781,0.4801088605878378,0.5311542121518904,0.6540519940238902,0.4343136475544946,0.7422165614924374,0.6240270701865547,0.7599327103153356
