file,Sub-IForest,IForest,Sub-LOF,LOF,POLY,MatrixProfile,KShapeAD,SAND,Series2Graph,SR,Sub-PCA,Sub-HBOS,Sub-OCSVM,Sub-MCD,Sub-KNN,KMeansAD,AutoEncoder,CNN,LSTMAD,TranAD,AnomalyTransformer,OmniAnomaly,USAD,Donut,TimesNet,FITS,OFA,Lag-Llama,Chronos,TimesFM,MOMENT (ZS),MOMENT (FT),ts_len,anomaly_len,num_anomaly,avg_anomaly_len,anomaly_ratio,point_anomaly,seq_anomaly
001_NAB_id_1_Facility_tr_1007_1st_2014.csv,0.4797815624545448,0.5040941229296181,0.6086993985694681,0.5035858161051839,0.6051586423227489,0.5184982576854726,0.5173417213182143,0.4825918746798379,0.5806804671047223,0.5169361825920327,0.5044459060351751,0.5037767276107841,0.549979288275583,0.5792168122284551,0.5979451123492471,0.6028534748265592,0.4515424701023885,0.4643204973343536,0.4908595681842616,0.4756846726915124,0.5071558217337137,0.482772904637529,0.5388427837822455,0.438868001492509,0.5881987440157346,0.6565837986883629,0.6041483528645422,0.516633411964104,0.5357814802400663,0.5247694832503811,0.8022326764607299,0.7990907394876141,4031,343,3,114.33333333333333,0.08509054825105433,0,1
002_NAB_id_2_WebService_tr_1500_1st_4106.csv,0.3208006133074724,0.5212367079392465,0.511363839271993,0.5144798463569938,0.825962295875191,0.3231687201480228,0.1517210048149554,0.585581302903697,0.719420905670606,0.5018205736087519,0.710567874362126,0.3247810232973122,0.5318647948572565,0.5908370950325081,0.5491210928066632,0.5727414217598283,0.6794599077170133,0.5369429057929631,0.4108715130797654,0.4109451322232015,0.5197959388577647,0.3841321034789509,0.5094245676009614,0.4177706367046022,0.4907756530515647,0.5717783721299877,0.476178425873426,0.4667411249414925,0.4754090106904363,0.4768767100351235,0.4352226181426256,0.4370644139696642,6000,637,1,637.0,0.10616666666666667,0,1
005_NAB_id_5_Traffic_tr_594_1st_1645.csv,0.470413574117176,0.5228894453624514,0.1065649052708425,0.4939663394549786,0.5340550045333406,0.4372230442854395,0.4619356383375396,0.7965079539522487,0.5361293513201638,0.5016877372153906,0.524678250562252,0.444288972011037,0.5068510356034053,0.3394687160244761,0.0828590660925743,0.165531696097402,0.4381503185113373,0.4751569006864773,0.423219731610533,0.4471198568170845,0.489264225073495,0.4162529093842114,0.4745642301759564,0.4599162411344734,0.4513382186129939,0.5737619662531057,0.449444420458515,0.4429034575063094,0.4072725774102261,0.4323138877223005,0.422579961456792,0.4237613775075654,2379,238,1,238.0,0.10004203446826397,0,1
006_NAB_id_6_Traffic_tr_2579_1st_5839.csv,0.7453829406741662,0.5694680627571812,0.9011335048136064,0.5155516964945488,0.5518074933604524,0.922893139081929,0.971054394643628,0.9342824323999468,0.8374118254496653,0.5112944948979219,0.5630311246102762,0.8584983595797095,0.5449302703793087,0.7508362014994246,0.9444367855496688,0.8525326437889266,0.8129950134149695,0.4895212732044479,0.4132044165402861,0.402467110592234,0.5033639851708932,0.4044551076698924,0.2507415075979836,0.5016752250025346,0.4844520661770316,0.4761384955793835,0.4119310657662733,0.4722666020044587,0.5084409788381079,0.4560702867051225,0.3132210872657606,0.3302272131041309,10319,1030,5,206.0,0.09981587363116581,0,1
008_NAB_id_8_Synthetic_tr_1007_1st_2734.csv,0.8176741670539559,0.6034425557525132,0.868698324305724,0.5251984771650153,0.8597841599388015,0.8213931719194054,0.8511301305541732,0.843465916490844,0.8633691558739782,0.7503862610343159,0.810559355331362,0.7699806972302993,0.4498443302912278,0.5624721528757425,0.690215908607966,0.638622813186753,0.8553951104219877,0.6977951246797153,0.6684101536955619,0.70046639220541,0.5004390420452162,0.6620246795781358,0.8831963083452948,0.6312773415918478,0.7681028585372942,0.7601037935152015,0.7719174861432709,0.7385242429352274,0.6652189589391154,0.7365343302775185,0.8049001342145706,0.8043723241055674,4031,402,1,402.0,0.09972711485983626,0,1
009_NAB_id_9_Traffic_tr_500_1st_438.csv,0.5161977530229458,0.5530443682757308,0.4861896600971152,0.5206143482814434,0.919642007045606,0.723484956679044,0.2201537655907836,0.4197705417499762,0.650698609920975,0.5333761782347901,0.7874821479577265,0.6017804436827573,0.6622203180043797,0.6385318480434161,0.4586665714557745,0.4156598114824336,0.6413643720841665,0.6232219365895459,0.5385258973626583,0.5435530324669142,0.5142625916404836,0.5518161477673047,0.6992692564029325,0.6180210416071599,0.5672403122917262,0.6271493858897458,0.6632081310101876,0.5606207750166619,0.5470437017994858,0.540224221650957,0.6452370751213938,0.6431067314100734,2161,216,1,216.0,0.0999537251272559,0,1
010_NAB_id_10_WebService_tr_500_1st_271.csv,0.1730586220022839,0.5405326100748636,0.5904311001141986,0.5292753140464408,0.7849099099099099,0.1044521634310366,0.468825339423931,0.3927563126506789,0.3428538573785052,0.464812523791397,0.8639766527090471,0.1448658165207461,0.5375269635833017,0.4542570739753838,0.6058598210886943,0.8001681258723512,0.4793490673772363,0.5315791143255931,0.6530381614008375,0.4456921710442837,0.5,0.5160988453241975,0.4297043522395635,0.5098337774394113,0.4917523156959776,0.4501490927547265,0.7032974876284735,0.5431100114198706,0.554061984519731,0.489975891384342,0.978706699657404,0.9773109376982616,1000,148,3,49.333333333333336,0.148,0,1
011_NAB_id_11_Facility_tr_1007_1st_1526.csv,0.2419143805107655,0.6140678806513336,0.2912276144145554,0.5615165437142426,0.97963366939143,0.3689589909479021,0.4453511172478586,0.5727115606120456,0.9536185260181088,0.6567925134844349,0.9638550715354166,0.201129525307559,0.6204281330329806,0.1598701793219289,0.1840567538424856,0.1272649520942244,0.6019372272419392,0.5347783950112039,0.3156481722021947,0.3113024297486741,0.5317950342167166,0.2957767947910402,0.2143411280306616,0.3801664632287437,0.611325323928926,0.7728814283121532,0.550389141752935,0.5685099447336861,0.4810369758804473,0.5926443252681762,0.8203815143136076,0.8206828159604465,4031,474,1,474.0,0.11758868767055321,0,1
013_NAB_id_13_Traffic_tr_623_1st_2084.csv,0.0519911742739781,0.5530082153218625,0.1905726668198661,0.5479436561054778,0.9452359750667854,0.1174668945508861,0.9311374342917876,0.9466596530031886,0.9485770401861372,0.5473781346048889,0.9553677864590812,0.0547577413609858,0.6625658877430844,0.0941117542297417,0.2361545974205038,0.0944528624364461,0.549949910952805,0.5343603682532387,0.3161678108752477,0.3438972151207882,0.4926697641685578,0.2414875549363743,0.0555512667681613,0.4883771866831355,0.5439598713124407,0.722970765231379,0.5303038735529831,0.5627118461494269,0.5294223781346049,0.5709702553643754,0.8709013156004941,0.8682119466865825,2494,248,2,124.0,0.09943865276663993,0,1
014_NAB_id_14_WebService_tr_500_1st_1045.csv,0.5479574387231616,0.3721237887136614,0.4777313319399582,0.4459315029450884,0.5684163024890747,0.6013086642599279,0.4216416492494775,0.6274938248147445,0.5144594337830135,0.3157609728291848,0.2557856735702071,0.5557951738552156,0.5207201216036481,0.7036053581607449,0.4877042561276838,0.5500332509975299,0.8158037241117233,0.419596712901387,0.6437963138894167,0.3800209006270188,0.4985559566787003,0.3873218696560897,0.7340727721831655,0.5824007220216607,0.5162027360820824,0.533407752232567,0.4707961238837165,0.4057619228576857,0.4716701501045031,0.4214183925517766,0.5805386661599848,0.5905614668440053,1537,152,1,152.0,0.0988939492517892,0,1
015_NAB_id_15_Synthetic_tr_1007_1st_2787.csv,0.8430444597375568,0.5159236762869209,0.8361852771654992,0.5222168474689345,0.4697420783339816,0.9137978228370496,0.9998758819859326,0.993808505851832,1.0,0.411840747722379,0.1123711305932065,0.8157717425393436,0.7237825629704988,0.607849688652178,0.8642010401532857,0.9981470953614217,0.5434540491839794,0.4203256546394094,0.4127608279114816,0.4051716208593621,0.5008433375777261,0.4047261258445843,0.3211819581168194,0.4718290894946291,0.4339789132359671,0.3925946981660455,0.4363296751765079,0.4605337961162143,0.4348967770319615,0.4277084600833142,0.4416905760073229,0.4406510876395081,4031,513,1,513.0,0.12726370627635822,0,1
016_NAB_id_16_Environment_tr_1816_1st_3540.csv,0.4946999920614947,0.7617990257596051,0.3699740393986329,0.593957699590069,0.5998853983862877,0.4723421208645876,0.4870992954998809,0.6141603510508384,0.5696878309469962,0.6647592437138016,0.8266935618722034,0.4835740502085124,0.3840376504726788,0.3508116277145043,0.425202917485149,0.3373567057567675,0.6041160305446659,0.5013976836454968,0.5529539473795333,0.5470133696252519,0.4988601066462179,0.5496479610709213,0.5351534327279238,0.4775027826994634,0.544866278411826,0.5596305259175307,0.5419027457094068,0.5591431312505173,0.508176238195696,0.5203871794828486,0.6021330932639248,0.6038462058167287,7266,724,2,362.0,0.09964216900633086,0,1
017_NAB_id_17_Synthetic_tr_1007_1st_1805.csv,0.6425059875601327,0.5050052849557668,0.7611940298507462,0.5,0.985701144319735,0.6508474436854033,0.7372078022672528,0.724303530569802,0.7484100577300875,0.4831032218351614,0.6561293148476411,0.6514252929346105,0.7714140101366959,0.6066125010110647,0.7797571799311517,0.9898667313748152,0.6383619927367846,0.518210476962117,0.5340039949056042,0.4970744239672401,0.5012492648359195,0.4957477012841551,0.6421313794762753,0.53061161538683,0.6159194383552067,0.5511184090569472,0.5234611593451864,0.5403466272934034,0.560331780063584,0.5617143683621025,0.5600325734238698,0.565435086896737,4031,402,1,402.0,0.09972711485983626,0,1
018_NAB_id_18_Facility_tr_500_1st_669.csv,0.6988067260685425,0.5978779957522213,0.4542704000201079,0.4814426738384588,0.5299041107941336,0.7155292129041988,0.7919059707682446,0.635294265498737,0.6042920787724171,0.5328668736097322,0.4530482210855713,0.4692224554171746,0.3660205979565419,0.4075212703120484,0.3755796709856606,0.3712627716127735,0.7550269570572192,0.6451533850272083,0.3707427957421673,0.5624159555616997,0.5,0.6099018486634578,0.7011976725188825,0.4902508451571552,0.5306754345176007,0.6230237775068808,0.5882937879378165,0.335653064558696,0.457264581317314,0.5758567819934397,0.4713149262922421,0.4713274936848852,1881,188,2,94.0,0.09994683678894205,0,1
019_NAB_id_19_Facility_tr_1007_1st_1171.csv,0.5178910768383365,0.5388701459652988,0.6747865601762599,0.5131761222803636,0.6795800055081246,0.4339431286147066,0.4170834480859268,0.6431802533737263,0.5761870008262188,0.4952196364637841,0.5172679702561278,0.510057835307078,0.505399339025062,0.7054950426879647,0.5784515285045442,0.5786518865326357,0.7822624621316442,0.4529826494078766,0.5409887083448086,0.536833861195263,0.5094323189204075,0.5680694023684936,0.5871547094464334,0.4711202148168548,0.5907966125034426,0.6271949876067199,0.5916996006609749,0.5595476452767832,0.5865705039933902,0.5793176810795924,0.7289334893968604,0.7469574497383641,4031,400,2,200.0,0.09923096005953858,0,1
020_NAB_id_20_Synthetic_tr_1007_1st_2679.csv,0.9664749410892468,0.677211337309514,0.8400040611821818,0.4784252057744343,0.5456394236899147,0.948476820566582,0.9990092604398354,0.9033797535901322,0.9990770255146132,0.3163136743781904,0.0717445610853745,0.9785154017973092,0.9690046798041188,0.3182073186280759,0.987856593045934,0.99947912977366,0.6441417447027544,0.4158494718102011,0.5517158494718102,0.557548604322798,0.6712775251344676,0.5559434929000147,0.4872105817407359,0.6141791925803146,0.3655696752470946,0.396581995740481,0.3401962589900879,0.4015829165899292,0.3168430447532832,0.3683057786844603,0.4058589636429749,0.4039374577944003,4031,621,1,621.0,0.15405606549243364,0,1
022_NAB_id_22_Facility_tr_1007_1st_2980.csv,0.6860493394386873,0.7426771355958197,0.5181637929145761,0.5379954209845978,0.9422583966873344,0.2364776636066866,0.0609192537738536,0.4522402120807133,0.9113297767456128,0.7884363429222445,0.9022232324781456,0.651609228140131,0.3685680170015117,0.3254140832110072,0.4367780930263129,0.4756775409153649,0.5759218281006946,0.7196097977784107,0.815141971386631,0.8176182547159476,0.4891122406502639,0.812829459062726,0.8561479854523146,0.8430931358587296,0.6762589553710316,0.7552664154415792,0.7299594132725719,0.6980495366211685,0.6321708695747432,0.6373151414236575,0.8999797340227419,0.896745941327257,4031,520,2,260.0,0.12900024807740015,0,1
023_NAB_id_23_Facility_tr_4512_1st_16551.csv,0.8204043269905964,0.8196803641033794,0.6999362088246235,0.5175193009042165,0.5460864017106489,0.7720458889902868,0.894313962128144,0.747372385180926,0.7209342987193607,0.7012884639693195,0.8949303762235415,0.8329103376632763,0.6732403117959064,0.8510181218403383,0.8145405079206972,0.911146386630828,0.8526085452264348,0.610848379879192,0.5966437718621708,0.5954603519856375,0.4962297422886528,0.6513744909027799,0.806813491236659,0.498301846322154,0.568741565799089,0.5926786840593613,0.5361242537227047,0.6315770835445791,0.7051223474894406,0.7195941839033118,0.5376238464771952,0.644357824611213,18049,1498,1,1498.0,0.0829962878829852,0,1
